categorical_accuracy,precision,recall,f1_score
0.4354002254791432,0.40509392732385935,0.2959045274715156,0.318849231956711
0.44374295377677564,0.4371760104418266,0.2996256441059263,0.3256280529128364
0.4293122886133033,0.38876472233142156,0.29397816718334174,0.31069694476881543
0.4376550169109357,0.39656848291134594,0.289212885808439,0.3079349943292631
0.44351747463359636,0.37288329846564344,0.29174821500253456,0.30794153498372584
