categorical_accuracy,precision,recall,auc,f1_score
0.44509583711624146,0.6082595586776733,0.23246899247169495,0.951093316078186,0.3363784578833802
0.4556933343410492,0.5983061194419861,0.22299887239933014,0.9511523842811584,0.32490144662595727
0.44915446639060974,0.6115335822105408,0.21758736670017242,0.9530629515647888,0.32097122133201395
0.45930102467536926,0.631408154964447,0.21939121186733246,0.9535369873046875,0.32563588009335176
0.44983088970184326,0.6139839887619019,0.19007891416549683,0.9529426097869873,0.29028925342524003
