categorical_accuracy,precision,recall,auc,f1_score
0.5214205384254456,0.7089009881019592,0.2639797031879425,0.9701325297355652,0.38470384725321105
0.509808361530304,0.688522219657898,0.27051860094070435,0.9686685800552368,0.3884257345004076
0.5149379968643188,0.702768087387085,0.26189401745796204,0.9692146182060242,0.3815859601463577
0.509019136428833,0.7032721638679504,0.24836528301239014,0.9676388502120972,0.3670901992904918
0.5048478245735168,0.702852189540863,0.22919954359531403,0.9680671095848083,0.34567480608760687
